100111	アカシ	大学生（アルバイト）	パラレルフライト
100112	アカシ	大学生（アルバイト）	パラレルフライト
100113	アカシ	大学生（アルバイト）	パラレルフライト
100114	アカシ	大学生（アルバイト）	パラレルフライト
100121	水弾のアカシ	大学生（アルバイト）	パラレルフライト
100122	水弾のアカシ	大学生（アルバイト）	パラレルフライト
100211	モクダイ	映像技術スタッフ	パラレルフライト
100212	モクダイ	映像技術スタッフ	パラレルフライト
100213	モクダイ	映像技術スタッフ	パラレルフライト
100214	モクダイ	映像技術スタッフ	パラレルフライト
100221	聖夜のモクダイ	映像技術スタッフ	パラレルフライト
100222	聖夜のモクダイ	映像技術スタッフ	パラレルフライト
100311	スイ	服飾デザイナー	パラレルフライト
100312	スイ	服飾デザイナー	パラレルフライト
100313	スイ	服飾デザイナー	パラレルフライト
100314	スイ	服飾デザイナー	パラレルフライト
100411	ライキ	ヒーロー事務所社員（営業職）	パラレルフライト
100412	ライキ	ヒーロー事務所社員（営業職）	パラレルフライト
100413	ライキ	ヒーロー事務所社員（営業職）	パラレルフライト
100421	酔虎のライキ	ヒーロー事務所社員（営業職）	パラレルフライト
100422	酔虎のライキ	ヒーロー事務所社員（営業職）	パラレルフライト
100511	クローネ	整備士・メカニック	パラレルフライト
100512	クローネ	整備士・メカニック	パラレルフライト
100513	クローネ	整備士・メカニック	パラレルフライト
100611	ガンメイ	刑事（巡査部長）	地球圏連合ヒーロー派遣隊
100612	ガンメイ	刑事（巡査部長）	地球圏連合ヒーロー派遣隊
100613	ガンメイ	刑事（巡査部長）	地球圏連合ヒーロー派遣隊
100711	バレル	警察官（巡査）	地球圏連合ヒーロー派遣隊
100712	バレル	警察官（巡査）	地球圏連合ヒーロー派遣隊
100713	バレル	警察官（巡査）	地球圏連合ヒーロー派遣隊
100721	清涼のバレル	警察官（巡査）	地球圏連合ヒーロー派遣隊
100722	清涼のバレル	警察官（巡査）	地球圏連合ヒーロー派遣隊
100811	ハロン	消防隊員（消防士）	地球圏連合ヒーロー派遣隊
100812	ハロン	消防隊員（消防士）	地球圏連合ヒーロー派遣隊
100813	ハロン	消防隊員（消防士）	地球圏連合ヒーロー派遣隊
100821	跳躍のハロン	消防隊員（消防士）	地球圏連合ヒーロー派遣隊
100822	跳躍のハロン	消防隊員（消防士）	地球圏連合ヒーロー派遣隊
100911	ヴィクトム	高度救助隊員（司令補）	地球圏連合ヒーロー派遣隊
100912	ヴィクトム	高度救助隊員（司令補）	地球圏連合ヒーロー派遣隊
100913	ヴィクトム	高度救助隊員（司令補）	地球圏連合ヒーロー派遣隊
100921	豪爽のヴィクトム	高度救助隊員（司令補）	地球圏連合ヒーロー派遣隊
100922	豪爽のヴィクトム	高度救助隊員（司令補）	地球圏連合ヒーロー派遣隊
101011	キョウイチ	小学校教諭	ヒロイック・エデュケーターズ
101012	キョウイチ	小学校教諭	ヒロイック・エデュケーターズ
101013	キョウイチ	小学校教諭	ヒロイック・エデュケーターズ
101021	潜行のキョウイチ	小学校教諭	ヒロイック・エデュケーターズ
101022	潜行のキョウイチ	小学校教諭	ヒロイック・エデュケーターズ
101111	フラミー	高校教諭（化学）	ヒロイック・エデュケーターズ
101112	フラミー	高校教諭（化学）	ヒロイック・エデュケーターズ
101113	フラミー	高校教諭（化学）	ヒロイック・エデュケーターズ
101121	花踊のフラミー	高校教諭（化学）	ヒロイック・エデュケーターズ
101122	花踊のフラミー	高校教諭（化学）	ヒロイック・エデュケーターズ
101123	花踊のフラミー	高校教諭（化学）	ヒロイック・エデュケーターズ
101211	ショウエン	書道家	ヒロイック・エデュケーターズ
101212	ショウエン	書道家	ヒロイック・エデュケーターズ
101221	隠密のショウエン	書道家	ヒロイック・エデュケーターズ
101222	隠密のショウエン	書道家	ヒロイック・エデュケーターズ
101223	隠密のショウエン	書道家	ヒロイック・エデュケーターズ
101311	トウシュウ	剣道家	ヒロイック・エデュケーターズ
101312	トウシュウ	剣道家	ヒロイック・エデュケーターズ
101313	トウシュウ	剣道家	ヒロイック・エデュケーターズ
101411	マルフィク	大学教授（考古学）	ヒロイック・エデュケーターズ
101412	マルフィク	大学教授（考古学）	ヒロイック・エデュケーターズ
101421	探険のマルフィク	大学教授（考古学）	ヒロイック・エデュケーターズ
101422	探険のマルフィク	大学教授（考古学）	ヒロイック・エデュケーターズ
101511	ポラリスマスク	プロレスラー	ギャラクシー・アスリーツ
101512	ポラリスマスク	プロレスラー	ギャラクシー・アスリーツ
101711	ハイドール	水泳選手	ギャラクシー・アスリーツ
101712	ハイドール	水泳選手	ギャラクシー・アスリーツ
101713	ハイドール	水泳選手	ギャラクシー・アスリーツ
101811	コウキ	子役俳優	ネオタレンツ・プロダクション
101812	コウキ	子役俳優	ネオタレンツ・プロダクション
101911	ヒトミ	アイドル歌手	ネオタレンツ・プロダクション
101912	ヒトミ	アイドル歌手	ネオタレンツ・プロダクション
101913	ヒトミ	アイドル歌手	ネオタレンツ・プロダクション
101921	波音のヒトミ	アイドル歌手	ネオタレンツ・プロダクション
101922	波音のヒトミ	アイドル歌手	ネオタレンツ・プロダクション
101923	波音のヒトミ	アイドル歌手	ネオタレンツ・プロダクション
102011	ラクタ	外科医師	M.A.H.A.
102012	ラクタ	外科医師	M.A.H.A.
102013	ラクタ	外科医師	M.A.H.A.
102014	ラクタ	外科医師	M.A.H.A.
102111	ロレン	看護師	M.A.H.A.
102112	ロレン	看護師	M.A.H.A.
102113	ロレン	看護師	M.A.H.A.
102114	ロレン	看護師	M.A.H.A.
102211	イサリビ	漁師	レイバーズサイト
102212	イサリビ	漁師	レイバーズサイト
102213	イサリビ	漁師	レイバーズサイト
102214	イサリビ	漁師	レイバーズサイト
102311	ゴロウ	大工	レイバーズサイト
102312	ゴロウ	大工	レイバーズサイト
102313	ゴロウ	大工	レイバーズサイト
102314	ゴロウ	大工	レイバーズサイト
102321	奏楽のゴロウ	大工	レイバーズサイト
102322	奏楽のゴロウ	大工	レイバーズサイト
102411	ディグラム	鉄道職員	グローバル・ドライバーズ
102412	ディグラム	鉄道職員	グローバル・ドライバーズ
102413	ディグラム	鉄道職員	グローバル・ドライバーズ
102414	ディグラム	鉄道職員	グローバル・ドライバーズ
102511	アンドリュー	トラック運転手	グローバル・ドライバーズ
102512	アンドリュー	トラック運転手	グローバル・ドライバーズ
102611	アルキバ	私立探偵	インディペンデント・ヒーローズ
102612	アルキバ	私立探偵	インディペンデント・ヒーローズ
102613	アルキバ	私立探偵	インディペンデント・ヒーローズ
102614	アルキバ	私立探偵	インディペンデント・ヒーローズ
102621	追跡のアルキバ	私立探偵	インディペンデント・ヒーローズ
102622	追跡のアルキバ	私立探偵	インディペンデント・ヒーローズ
102711	スバル	小説家	クリエイティブ・ブレイン
102712	スバル	小説家	クリエイティブ・ブレイン
102713	スバル	小説家	クリエイティブ・ブレイン
102811	キルシュ	パティシエ	グルメットファイターズ
102812	キルシュ	パティシエ	グルメットファイターズ
102813	キルシュ	パティシエ	グルメットファイターズ
102814	キルシュ	パティシエ	グルメットファイターズ
102911	ナリヒト	取材記者	ブロードキャスターズ
102912	ナリヒト	取材記者	ブロードキャスターズ
102913	ナリヒト	取材記者	ブロードキャスターズ
102914	ナリヒト	取材記者	ブロードキャスターズ
102921	彗星のナリヒト	取材記者	ブロードキャスターズ
102922	彗星のナリヒト	取材記者	ブロードキャスターズ
103011	スハイル	海賊団長	無所属
103012	スハイル	海賊団長	無所属
103111	モノマサ	用心棒	無所属
103112	モノマサ	用心棒	無所属
103211	プロキー	バーテンダー	インディペンデント・ヒーローズ
103212	プロキー	バーテンダー	インディペンデント・ヒーローズ
103213	プロキー	バーテンダー	インディペンデント・ヒーローズ
103214	プロキー	バーテンダー	インディペンデント・ヒーローズ
103311	ゴメイサ	ウェイター	インディペンデント・ヒーローズ
103312	ゴメイサ	ウェイター	インディペンデント・ヒーローズ
103411	ハックル	ヒーロー事務所経営者	パラレルフライト
103412	ハックル	ヒーロー事務所経営者	パラレルフライト
103413	ハックル	ヒーロー事務所経営者	パラレルフライト
104311	木のウルフマン	非常勤ヒーロー	パラレルフライト
104312	木のウルフマン	非常勤ヒーロー	パラレルフライト
104313	木のウルフマン	非常勤ヒーロー	パラレルフライト
104314	木のウルフマン	非常勤ヒーロー	パラレルフライト
104315	木のウルフマン	非常勤ヒーロー	パラレルフライト
104316	木のウルフマン	非常勤ヒーロー	パラレルフライト
104511	影のウルフマン	非常勤ヒーロー	パラレルフライト
104512	影のウルフマン	非常勤ヒーロー	パラレルフライト
104513	影のウルフマン	非常勤ヒーロー	パラレルフライト
104514	影のウルフマン	非常勤ヒーロー	パラレルフライト
104515	影のウルフマン	非常勤ヒーロー	パラレルフライト
104516	影のウルフマン	非常勤ヒーロー	パラレルフライト
105111	ネッセン	旅館支配人	S&S Heros
105112	ネッセン	旅館支配人	S&S Heros
105311	ヒサキ	工場従業員	レイバーズサイト
105312	ヒサキ	工場従業員	レイバーズサイト
105313	ヒサキ	工場従業員	レイバーズサイト
105314	ヒサキ	工場従業員	レイバーズサイト
105911	マクラータ	服飾デザイナー	クリエイティブ・ブレイン
105912	マクラータ	服飾デザイナー	クリエイティブ・ブレイン
105913	マクラータ	服飾デザイナー	クリエイティブ・ブレイン
106111	ルティリクス	騎士	アラディシア王国騎兵隊
106112	ルティリクス	騎士	アラディシア王国騎兵隊
106211	アルフェッカ	国王	アラディシア王国騎兵隊
106212	アルフェッカ	国王	アラディシア王国騎兵隊
106213	アルフェッカ	国王	アラディシア王国騎兵隊
106311	シャフト	タクシー運転手	グローバル・ドライバーズ
106312	シャフト	タクシー運転手	グローバル・ドライバーズ
106411	カラスキ	戦場カメラマン	ブロードキャスターズ
106412	カラスキ	戦場カメラマン	ブロードキャスターズ
106413	カラスキ	戦場カメラマン	ブロードキャスターズ
106511	ウルペクラ	怪盗	無所属
106512	ウルペクラ	怪盗	無所属
106611	火のマーセナリー	非常勤ヒーロー	パラレルフライト
106612	火のマーセナリー	非常勤ヒーロー	パラレルフライト
106613	火のマーセナリー	非常勤ヒーロー	パラレルフライト
106614	火のマーセナリー	非常勤ヒーロー	パラレルフライト
106615	火のマーセナリー	非常勤ヒーロー	パラレルフライト
106616	火のマーセナリー	非常勤ヒーロー	パラレルフライト
106711	水のマーセナリー	非常勤ヒーロー	パラレルフライト
106712	水のマーセナリー	非常勤ヒーロー	パラレルフライト
106713	水のマーセナリー	非常勤ヒーロー	パラレルフライト
106714	水のマーセナリー	非常勤ヒーロー	パラレルフライト
106715	水のマーセナリー	非常勤ヒーロー	パラレルフライト
106716	水のマーセナリー	非常勤ヒーロー	パラレルフライト
106811	木のマーセナリー	非常勤ヒーロー	パラレルフライト
106812	木のマーセナリー	非常勤ヒーロー	パラレルフライト
106813	木のマーセナリー	非常勤ヒーロー	パラレルフライト
106814	木のマーセナリー	非常勤ヒーロー	パラレルフライト
106815	木のマーセナリー	非常勤ヒーロー	パラレルフライト
106816	木のマーセナリー	非常勤ヒーロー	パラレルフライト
106911	光のマーセナリー	非常勤ヒーロー	パラレルフライト
106912	光のマーセナリー	非常勤ヒーロー	パラレルフライト
106913	光のマーセナリー	非常勤ヒーロー	パラレルフライト
106914	光のマーセナリー	非常勤ヒーロー	パラレルフライト
106915	光のマーセナリー	非常勤ヒーロー	パラレルフライト
106916	光のマーセナリー	非常勤ヒーロー	パラレルフライト
107011	影のマーセナリー	非常勤ヒーロー	パラレルフライト
107012	影のマーセナリー	非常勤ヒーロー	パラレルフライト
107013	影のマーセナリー	非常勤ヒーロー	パラレルフライト
107014	影のマーセナリー	非常勤ヒーロー	パラレルフライト
107015	影のマーセナリー	非常勤ヒーロー	パラレルフライト
107016	影のマーセナリー	非常勤ヒーロー	パラレルフライト
107211	ヨシオリ	ボディガード	無所属
107212	ヨシオリ	ボディガード	無所属
107213	ヨシオリ	ボディガード	無所属
107311	パブラシア	リゾート船清掃員	レイバーズサイト
107312	パブラシア	リゾート船清掃員	レイバーズサイト
107313	パブラシア	リゾート船清掃員	レイバーズサイト
107314	パブラシア	リゾート船清掃員	レイバーズサイト
107511	オキタカ	市庁職員	地球圏連合ヒーロー派遣隊
107512	オキタカ	市庁職員	地球圏連合ヒーロー派遣隊
107513	オキタカ	市庁職員	地球圏連合ヒーロー派遣隊
107611	火のトレイニー	非常勤ヒーロー	パラレルフライト
107612	火のトレイニー	非常勤ヒーロー	パラレルフライト
107613	火のトレイニー	非常勤ヒーロー	パラレルフライト
107614	火のトレイニー	非常勤ヒーロー	パラレルフライト
107615	火のトレイニー	非常勤ヒーロー	パラレルフライト
107616	火のトレイニー	非常勤ヒーロー	パラレルフライト
107711	水のトレイニー	非常勤ヒーロー	パラレルフライト
107712	水のトレイニー	非常勤ヒーロー	パラレルフライト
107713	水のトレイニー	非常勤ヒーロー	パラレルフライト
107714	水のトレイニー	非常勤ヒーロー	パラレルフライト
107715	水のトレイニー	非常勤ヒーロー	パラレルフライト
