100111	アカシ	大学生（アルバイト）	パラレルフライト
100112	アカシ	大学生（アルバイト）	パラレルフライト
100113	アカシ	大学生（アルバイト）	パラレルフライト
100114	アカシ	大学生（アルバイト）	パラレルフライト
100121	水弾のアカシ	大学生（アルバイト）	パラレルフライト
100122	水弾のアカシ	大学生（アルバイト）	パラレルフライト
100211	モクダイ	映像技术スタッフ	パラレルフライト
100212	モクダイ	映像技术スタッフ	パラレルフライト
100213	モクダイ	映像技术スタッフ	パラレルフライト
100214	モクダイ	映像技术スタッフ	パラレルフライト
100221	圣夜のモクダイ	映像技术スタッフ	パラレルフライト
100222	圣夜のモクダイ	映像技术スタッフ	パラレルフライト
100311	スイ	服饰デザイナー	パラレルフライト
100312	スイ	服饰デザイナー	パラレルフライト
100313	スイ	服饰デザイナー	パラレルフライト
100314	スイ	服饰デザイナー	パラレルフライト
100411	ライキ	ヒーロー事务所社员（営业职）	パラレルフライト
100412	ライキ	ヒーロー事务所社员（営业职）	パラレルフライト
100413	ライキ	ヒーロー事务所社员（営业职）	パラレルフライト
100421	酔虎のライキ	ヒーロー事务所社员（営业职）	パラレルフライト
100422	酔虎のライキ	ヒーロー事务所社员（営业职）	パラレルフライト
100511	クローネ	整备士・メカニック	パラレルフライト
100512	クローネ	整备士・メカニック	パラレルフライト
100513	クローネ	整备士・メカニック	パラレルフライト
100611	ガンメイ	刑事（巡查部长）	地球圏连合ヒーロー派遣队
100612	ガンメイ	刑事（巡查部长）	地球圏连合ヒーロー派遣队
100613	ガンメイ	刑事（巡查部长）	地球圏连合ヒーロー派遣队
100621	祭华のガンメイ	刑事（巡查部长）	地球圏连合ヒーロー派遣队
100622	祭华のガンメイ	刑事（巡查部长）	地球圏连合ヒーロー派遣队
100711	バレル	警察官（巡查）	地球圏连合ヒーロー派遣队
100712	バレル	警察官（巡查）	地球圏连合ヒーロー派遣队
100713	バレル	警察官（巡查）	地球圏连合ヒーロー派遣队
100721	清凉のバレル	警察官（巡查）	地球圏连合ヒーロー派遣队
100722	清凉のバレル	警察官（巡查）	地球圏连合ヒーロー派遣队
100811	ハロン	消防队员（消防士）	地球圏连合ヒーロー派遣队
100812	ハロン	消防队员（消防士）	地球圏连合ヒーロー派遣队
100813	ハロン	消防队员（消防士）	地球圏连合ヒーロー派遣队
100821	跳跃のハロン	消防队员（消防士）	地球圏连合ヒーロー派遣队
100822	跳跃のハロン	消防队员（消防士）	地球圏连合ヒーロー派遣队
100911	ヴィクトム	高度救助队员（司令补）	地球圏连合ヒーロー派遣队
100912	ヴィクトム	高度救助队员（司令补）	地球圏连合ヒーロー派遣队
100913	ヴィクトム	高度救助队员（司令补）	地球圏连合ヒーロー派遣队
100921	豪爽のヴィクトム	高度救助队员（司令补）	地球圏连合ヒーロー派遣队
100922	豪爽のヴィクトム	高度救助队员（司令补）	地球圏连合ヒーロー派遣队
101011	キョウイチ	小学校教谕	ヒロイック・エデュケーターズ
101012	キョウイチ	小学校教谕	ヒロイック・エデュケーターズ
101013	キョウイチ	小学校教谕	ヒロイック・エデュケーターズ
101021	潜行のキョウイチ	小学校教谕	ヒロイック・エデュケーターズ
101022	潜行のキョウイチ	小学校教谕	ヒロイック・エデュケーターズ
101111	フラミー	高校教谕（化学）	ヒロイック・エデュケーターズ
101112	フラミー	高校教谕（化学）	ヒロイック・エデュケーターズ
101113	フラミー	高校教谕（化学）	ヒロイック・エデュケーターズ
101121	花踊のフラミー	高校教谕（化学）	ヒロイック・エデュケーターズ
101122	花踊のフラミー	高校教谕（化学）	ヒロイック・エデュケーターズ
101123	花踊のフラミー	高校教谕（化学）	ヒロイック・エデュケーターズ
101211	ショウエン	书道家	ヒロイック・エデュケーターズ
101212	ショウエン	书道家	ヒロイック・エデュケーターズ
101221	隠密のショウエン	书道家	ヒロイック・エデュケーターズ
101222	隠密のショウエン	书道家	ヒロイック・エデュケーターズ
101223	隠密のショウエン	书道家	ヒロイック・エデュケーターズ
101311	トウシュウ	剣道家	ヒロイック・エデュケーターズ
101312	トウシュウ	剣道家	ヒロイック・エデュケーターズ
101313	トウシュウ	剣道家	ヒロイック・エデュケーターズ
101321	流离のトウシュウ	剣道家	ヒロイック・エデュケーターズ
101322	流离のトウシュウ	剣道家	ヒロイック・エデュケーターズ
101411	マルフィク	大学教授（考古学）	ヒロイック・エデュケーターズ
101412	マルフィク	大学教授（考古学）	ヒロイック・エデュケーターズ
101421	探険のマルフィク	大学教授（考古学）	ヒロイック・エデュケーターズ
101422	探険のマルフィク	大学教授（考古学）	ヒロイック・エデュケーターズ
101511	ポラリスマスク	プロレスラー	ギャラクシー・アスリーツ
101512	ポラリスマスク	プロレスラー	ギャラクシー・アスリーツ
101521	解放のポラリスマスク	プロレスラー	ギャラクシー・アスリーツ
101522	解放のポラリスマスク	プロレスラー	ギャラクシー・アスリーツ
101711	ハイドール	水泳选手	ギャラクシー・アスリーツ
101712	ハイドール	水泳选手	ギャラクシー・アスリーツ
101713	ハイドール	水泳选手	ギャラクシー・アスリーツ
101811	コウキ	子役俳优	ネオタレンツ・プロダクション
101812	コウキ	子役俳优	ネオタレンツ・プロダクション
101821	闪刃のコウキ	子役俳优	ネオタレンツ・プロダクション
101822	闪刃のコウキ	子役俳优	ネオタレンツ・プロダクション
101911	ヒトミ	アイドル歌手	ネオタレンツ・プロダクション
101912	ヒトミ	アイドル歌手	ネオタレンツ・プロダクション
101913	ヒトミ	アイドル歌手	ネオタレンツ・プロダクション
101921	波音のヒトミ	アイドル歌手	ネオタレンツ・プロダクション
101922	波音のヒトミ	アイドル歌手	ネオタレンツ・プロダクション
101923	波音のヒトミ	アイドル歌手	ネオタレンツ・プロダクション
102011	ラクタ	外科医师	M.A.H.A.
102012	ラクタ	外科医师	M.A.H.A.
102013	ラクタ	外科医师	M.A.H.A.
102014	ラクタ	外科医师	M.A.H.A.
102021	慈恵のラクタ	外科医师	M.A.H.A.
102022	慈恵のラクタ	外科医师	M.A.H.A.
102023	慈恵のラクタ	外科医师	M.A.H.A.
102111	ロレン	看护师	M.A.H.A.
102112	ロレン	看护师	M.A.H.A.
102113	ロレン	看护师	M.A.H.A.
102114	ロレン	看护师	M.A.H.A.
102211	イサリビ	渔师	レイバーズサイト
102212	イサリビ	渔师	レイバーズサイト
102213	イサリビ	渔师	レイバーズサイト
102214	イサリビ	渔师	レイバーズサイト
102221	灯標のイサリビ	漁師	レイバーズサイト
102222	灯標のイサリビ	漁師	レイバーズサイト
102311	ゴロウ	大工	レイバーズサイト
102312	ゴロウ	大工	レイバーズサイト
102313	ゴロウ	大工	レイバーズサイト
102314	ゴロウ	大工	レイバーズサイト
102321	奏楽のゴロウ	大工	レイバーズサイト
102322	奏楽のゴロウ	大工	レイバーズサイト
102411	ディグラム	鉄道职员	グローバル・ドライバーズ・ユニオン
102412	ディグラム	鉄道职员	グローバル・ドライバーズ・ユニオン
102413	ディグラム	鉄道职员	グローバル・ドライバーズ・ユニオン
102414	ディグラム	鉄道职员	グローバル・ドライバーズ・ユニオン
102511	アンドリュー	トラック运転手	グローバル・ドライバーズ・ユニオン
102512	アンドリュー	トラック运転手	グローバル・ドライバーズ・ユニオン
102521	激流のアンドリュー	トラック运転手	グローバル・ドライバーズ・ユニオン
102522	激流のアンドリュー	トラック运転手	グローバル・ドライバーズ・ユニオン
102523	激流のアンドリュー	トラック运転手	グローバル・ドライバーズ・ユニオン
102611	アルキバ	私立探侦	インディペンデント・ヒーローズ
102612	アルキバ	私立探侦	インディペンデント・ヒーローズ
102613	アルキバ	私立探侦	インディペンデント・ヒーローズ
102614	アルキバ	私立探侦	インディペンデント・ヒーローズ
102621	追迹のアルキバ	私立探侦	インディペンデント・ヒーローズ
102622	追迹のアルキバ	私立探侦	インディペンデント・ヒーローズ
102711	スバル	小说家	クリエイティブ・ブレイン
102712	スバル	小说家	クリエイティブ・ブレイン
102713	スバル	小说家	クリエイティブ・ブレイン
102811	キルシュ	パティシエ	グルメットファイターズ
102812	キルシュ	パティシエ	グルメットファイターズ
102813	キルシュ	パティシエ	グルメットファイターズ
102814	キルシュ	パティシエ	グルメットファイターズ
102911	ナリヒト	取材记者	ブロードキャスターズ
102912	ナリヒト	取材记者	ブロードキャスターズ
102913	ナリヒト	取材记者	ブロードキャスターズ
102914	ナリヒト	取材记者	ブロードキャスターズ
102921	彗星のナリヒト	取材记者	ブロードキャスターズ
102922	彗星のナリヒト	取材记者	ブロードキャスターズ
103011	スハイル	海贼団长	无所属
103012	スハイル	海贼団长	无所属
103021	覚声のスハイル	海贼団长	无所属
103022	覚声のスハイル	海贼団长	无所属
103111	モノマサ	用心棒	无所属
103112	モノマサ	用心棒	无所属
103121	星影のモノマサ	用心棒	无所属
103122	星影のモノマサ	用心棒	无所属
103211	プロキー	バーテンダー	インディペンデント・ヒーローズ
103212	プロキー	バーテンダー	インディペンデント・ヒーローズ
103213	プロキー	バーテンダー	インディペンデント・ヒーローズ
103214	プロキー	バーテンダー	インディペンデント・ヒーローズ
103221	拳闪のプロキー	バーテンダー	インディペンデント・ヒーローズ
103222	拳闪のプロキー	バーテンダー	インディペンデント・ヒーローズ
103311	ゴメイサ	ウェイター	インディペンデント・ヒーローズ
103312	ゴメイサ	ウェイター	インディペンデント・ヒーローズ
103321	圣氷のゴメイサ	ウェイター	インディペンデント・ヒーローズ
103322	圣氷のゴメイサ	ウェイター	インディペンデント・ヒーローズ
103411	ハックル	ヒーロー事务所経営者	パラレルフライト
103412	ハックル	ヒーロー事务所経営者	パラレルフライト
103413	ハックル	ヒーロー事务所経営者	パラレルフライト
103511	エクシオ	マッサージ技师	无所属
103512	エクシオ	マッサージ技师	无所属
104311	木のウルフマン	非常勤ヒーロー	パラレルフライト
104312	木のウルフマン	非常勤ヒーロー	パラレルフライト
104313	木のウルフマン	非常勤ヒーロー	パラレルフライト
104314	木のウルフマン	非常勤ヒーロー	パラレルフライト
104315	木のウルフマン	非常勤ヒーロー	パラレルフライト
104316	木のウルフマン	非常勤ヒーロー	パラレルフライト
104511	影のウルフマン	非常勤ヒーロー	パラレルフライト
104512	影のウルフマン	非常勤ヒーロー	パラレルフライト
104513	影のウルフマン	非常勤ヒーロー	パラレルフライト
104514	影のウルフマン	非常勤ヒーロー	パラレルフライト
104515	影のウルフマン	非常勤ヒーロー	パラレルフライト
104516	影のウルフマン	非常勤ヒーロー	パラレルフライト
105111	ネッセン	旅馆支配人	S&S Heroes
105112	ネッセン	旅馆支配人	S&S Heroes
105121	月影のネッセン	旅馆支配人	S&S Heroes
105122	月影のネッセン	旅馆支配人	S&S Heroes
105311	ヒサキ	工场従业员	レイバーズサイト
105312	ヒサキ	工场従业员	レイバーズサイト
105313	ヒサキ	工场従业员	レイバーズサイト
105314	ヒサキ	工场従业员	レイバーズサイト
105321	潜游のヒサキ	工场従业员	レイバーズサイト
105322	潜游のヒサキ	工场従业员	レイバーズサイト
105411	火のガードマン	非常勤ヒーロー	パラレルフライト
105412	火のガードマン	非常勤ヒーロー	パラレルフライト
105413	火のガードマン	非常勤ヒーロー	パラレルフライト
105414	火のガードマン	非常勤ヒーロー	パラレルフライト
105415	火のガードマン	非常勤ヒーロー	パラレルフライト
105416	火のガードマン	非常勤ヒーロー	パラレルフライト
105511	水のガードマン	非常勤ヒーロー	パラレルフライト
105512	水のガードマン	非常勤ヒーロー	パラレルフライト
105513	水のガードマン	非常勤ヒーロー	パラレルフライト
105514	水のガードマン	非常勤ヒーロー	パラレルフライト
105515	水のガードマン	非常勤ヒーロー	パラレルフライト
105516	水のガードマン	非常勤ヒーロー	パラレルフライト
105611	木のガードマン	非常勤ヒーロー	パラレルフライト
105612	木のガードマン	非常勤ヒーロー	パラレルフライト
105613	木のガードマン	非常勤ヒーロー	パラレルフライト
105614	木のガードマン	非常勤ヒーロー	パラレルフライト
105615	木のガードマン	非常勤ヒーロー	パラレルフライト
105616	木のガードマン	非常勤ヒーロー	パラレルフライト
105711	光のガードマン	非常勤ヒーロー	パラレルフライト
105712	光のガードマン	非常勤ヒーロー	パラレルフライト
105713	光のガードマン	非常勤ヒーロー	パラレルフライト
105714	光のガードマン	非常勤ヒーロー	パラレルフライト
105715	光のガードマン	非常勤ヒーロー	パラレルフライト
105716	光のガードマン	非常勤ヒーロー	パラレルフライト
105811	影のガードマン	非常勤ヒーロー	パラレルフライト
105812	影のガードマン	非常勤ヒーロー	パラレルフライト
105813	影のガードマン	非常勤ヒーロー	パラレルフライト
105814	影のガードマン	非常勤ヒーロー	パラレルフライト
105815	影のガードマン	非常勤ヒーロー	パラレルフライト
105816	影のガードマン	非常勤ヒーロー	パラレルフライト
105911	マクラータ	服饰デザイナー	クリエイティブ・ブレイン
105912	マクラータ	服饰デザイナー	クリエイティブ・ブレイン
105913	マクラータ	服饰デザイナー	クリエイティブ・ブレイン
106111	ルティリクス	骑士	アラディシア王国骑兵队
106112	ルティリクス	骑士	アラディシア王国骑兵队
